vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-000015,CVE-2024-1015,APP015,Application-015,ASSET-000015,host-000015.corp.local,10.0.0.15,linux,VM,False,Medium,Remediated,True,False,True,owner15@example.com,sysadmin5@example.com,Finance,Development,eu-west-1,2025-11-09,2026-01-04,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000015,2026-06-04
VULN-000035,CVE-2024-1035,APP035,Application-035,ASSET-000035,host-000035.corp.local,10.0.2.35,linux,VM,False,Low,Remediated,True,False,True,owner15@example.com,sysadmin5@example.com,Finance,Production,us-west-2,2025-11-11,2025-12-14,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000035,2026-06-21
VULN-000055,CVE-2024-1055,APP005,Application-005,ASSET-000055,host-000055.corp.local,10.0.3.55,windows,VM,False,Critical,Open,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Staging,us-west-2,2025-08-06,2025-09-09,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000055,2026-06-13
VULN-000075,CVE-2024-1075,APP025,Application-025,ASSET-000075,host-000075.corp.local,10.0.4.75,solaris,Physical,False,Medium,Remediated,True,False,True,owner15@example.com,sysadmin5@example.com,Retail,Development,us-east-1,2025-11-11,2026-01-20,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000075,2026-06-15
VULN-000095,CVE-2024-1095,APP045,Application-045,ASSET-000095,host-000095.corp.local,10.0.5.95,linux,Physical,False,Medium,Accepted Risk,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Production,us-east-1,2025-09-09,2025-09-28,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000095,2026-06-02
VULN-000115,CVE-2024-1115,APP015,Application-015,ASSET-000115,host-000115.corp.local,10.0.7.115,linux,Physical,False,Low,Open,True,False,True,owner15@example.com,sysadmin5@example.com,Retail,Production,us-west-2,2025-07-07,2025-09-10,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000115,2026-06-13
VULN-000135,CVE-2024-1135,APP035,Application-035,ASSET-000135,host-000135.corp.local,10.0.8.135,linux,VM,False,Medium,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Marketing,Staging,us-west-2,2025-10-28,2026-01-02,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000135,2026-05-26
VULN-000155,CVE-2024-1155,APP005,Application-005,ASSET-000155,host-000155.corp.local,10.0.9.155,linux,Physical,False,Critical,Open,True,False,True,owner15@example.com,sysadmin5@example.com,Marketing,Development,us-west-2,2025-09-07,2025-09-20,True,Linux,RHEL 8,Sample finding for vulnerability VULN-000155,2026-06-25
VULN-000175,CVE-2024-1175,APP025,Application-025,ASSET-000175,host-000175.corp.local,10.0.10.175,solaris,Container,False,High,Remediated,True,False,True,owner15@example.com,sysadmin5@example.com,Finance,Development,eu-west-1,2026-01-31,2026-04-03,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000175,2026-05-31
VULN-000195,CVE-2024-1195,APP045,Application-045,ASSET-000195,host-000195.corp.local,10.0.12.195,windows,VM,False,Low,Remediated,False,False,False,owner15@example.com,sysadmin5@example.com,Retail,Production,ap-south-1,2026-06-23,2026-08-10,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000195,2026-06-08
VULN-000215,CVE-2024-1215,APP015,Application-015,ASSET-000215,host-000215.corp.local,10.0.13.215,linux,Physical,False,Low,Remediated,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Production,us-west-2,2025-07-18,2025-08-24,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000215,2026-06-14
VULN-000235,CVE-2024-1235,APP035,Application-035,ASSET-000235,host-000235.corp.local,10.0.14.235,windows,Container,False,High,Remediated,True,False,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-west-2,2025-12-06,2026-01-26,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000235,2026-06-21
VULN-000255,CVE-2024-1255,APP005,Application-005,ASSET-000255,host-000255.corp.local,10.0.15.255,windows,Container,False,High,Open,True,False,True,owner15@example.com,sysadmin5@example.com,Marketing,Production,us-west-2,2026-04-28,2026-05-11,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000255,2026-06-14
VULN-000275,CVE-2024-1275,APP025,Application-025,ASSET-000275,host-000275.corp.local,10.1.17.19,windows,Container,False,Medium,Remediated,True,False,False,owner15@example.com,sysadmin5@example.com,Retail,Development,eu-west-1,2026-02-15,2026-04-25,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000275,2026-06-23
VULN-000295,CVE-2024-1295,APP045,Application-045,ASSET-000295,host-000295.corp.local,10.1.18.39,linux,Physical,False,Critical,Open,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Production,us-east-1,2025-07-21,2025-08-16,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000295,2026-06-21
VULN-000315,CVE-2024-1315,APP015,Application-015,ASSET-000315,host-000315.corp.local,10.1.19.59,linux,VM,False,Low,Remediated,True,False,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,ap-south-1,2026-04-18,2026-04-29,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000315,2026-05-29
VULN-000335,CVE-2024-1335,APP035,Application-035,ASSET-000335,host-000335.corp.local,10.1.20.79,solaris,VM,False,High,In Progress,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Staging,ap-south-1,2025-12-10,2026-02-19,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000335,2026-06-21
VULN-000355,CVE-2024-1355,APP005,Application-005,ASSET-000355,host-000355.corp.local,10.1.22.99,linux,Container,False,Medium,In Progress,True,False,False,owner15@example.com,sysadmin5@example.com,Marketing,Development,us-west-2,2025-11-04,2026-01-23,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000355,2026-06-20
VULN-000375,CVE-2024-1375,APP025,Application-025,ASSET-000375,host-000375.corp.local,10.1.23.119,linux,Container,False,Low,Accepted Risk,True,False,False,owner15@example.com,sysadmin5@example.com,HR,Production,us-east-1,2025-12-22,2026-02-03,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000375,2026-05-28
VULN-000395,CVE-2024-1395,APP045,Application-045,ASSET-000395,host-000395.corp.local,10.1.24.139,windows,Physical,False,Low,Accepted Risk,True,False,False,owner15@example.com,sysadmin5@example.com,Retail,Production,us-east-1,2025-12-09,2025-12-16,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000395,2026-06-08
VULN-000415,CVE-2024-1415,APP015,Application-015,ASSET-000415,host-000415.corp.local,10.1.25.159,windows,Container,True,Medium,Accepted Risk,True,True,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-west-2,2025-09-08,2025-10-18,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000415,2026-06-04
VULN-000435,CVE-2024-1435,APP035,Application-035,ASSET-000435,host-000435.corp.local,10.1.27.179,linux,Physical,False,Low,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Finance,Production,us-west-2,2026-02-13,2026-02-25,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000435,2026-06-02
VULN-000455,CVE-2024-1455,APP005,Application-005,ASSET-000455,host-000455.corp.local,10.1.28.199,windows,Physical,False,Medium,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-east-1,2026-04-05,2026-05-18,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000455,2026-06-11
VULN-000475,CVE-2024-1475,APP025,Application-025,ASSET-000475,host-000475.corp.local,10.1.29.219,aix,VM,False,Medium,Remediated,True,False,False,owner15@example.com,sysadmin5@example.com,Retail,Production,us-west-2,2025-11-23,2026-01-24,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000475,2026-06-25
VULN-000495,CVE-2024-1495,APP045,Application-045,ASSET-000495,host-000495.corp.local,10.1.30.239,linux,Physical,False,High,Open,True,False,False,owner15@example.com,sysadmin5@example.com,Retail,Production,ap-south-1,2026-03-31,2026-05-15,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000495,2026-05-30
VULN-000515,CVE-2024-1515,APP015,Application-015,ASSET-000515,host-000515.corp.local,10.2.32.3,aix,Container,False,High,Open,True,False,True,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-east-1,2025-10-16,2025-10-25,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000515,2026-05-27
