vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-000007,CVE-2024-1007,APP007,Application-007,ASSET-000007,host-000007.corp.local,10.0.0.7,aix,Physical,False,Low,Accepted Risk,True,False,False,owner7@example.com,sysadmin7@example.com,Engineering,Production,eu-west-1,2026-03-17,2026-05-16,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000007,2026-06-24
VULN-000057,CVE-2024-1057,APP007,Application-007,ASSET-000057,host-000057.corp.local,10.0.3.57,aix,Physical,False,Medium,In Progress,True,False,False,owner17@example.com,sysadmin7@example.com,Finance,Production,ap-south-1,2025-10-30,2026-01-17,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000057,2026-06-14
VULN-000107,CVE-2024-1107,APP007,Application-007,ASSET-000107,host-000107.corp.local,10.0.6.107,linux,Physical,False,High,Open,True,False,False,owner7@example.com,sysadmin7@example.com,Finance,Production,ap-south-1,2026-01-27,2026-03-22,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000107,2026-06-21
VULN-000157,CVE-2024-1157,APP007,Application-007,ASSET-000157,host-000157.corp.local,10.0.9.157,aix,Container,False,Medium,Open,True,True,False,owner17@example.com,sysadmin7@example.com,Retail,Development,us-east-1,2025-10-23,2025-11-08,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000157,2026-05-26
VULN-000207,CVE-2024-1207,APP007,Application-007,ASSET-000207,host-000207.corp.local,10.0.12.207,aix,VM,False,High,Accepted Risk,False,False,False,owner7@example.com,sysadmin7@example.com,HR,Development,us-east-1,2026-06-04,2026-07-18,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000207,2026-06-11
VULN-000257,CVE-2024-1257,APP007,Application-007,ASSET-000257,host-000257.corp.local,10.1.16.1,solaris,Container,False,Critical,Open,True,False,False,owner17@example.com,sysadmin7@example.com,HR,Production,us-east-1,2025-11-24,2025-12-10,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000257,2026-06-22
VULN-000307,CVE-2024-1307,APP007,Application-007,ASSET-000307,host-000307.corp.local,10.1.19.51,solaris,VM,False,Medium,Open,True,False,False,owner7@example.com,sysadmin7@example.com,HR,Production,eu-west-1,2025-12-22,2026-01-20,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000307,2026-06-17
VULN-000357,CVE-2024-1357,APP007,Application-007,ASSET-000357,host-000357.corp.local,10.1.22.101,windows,Physical,False,Medium,Open,True,False,True,owner17@example.com,sysadmin7@example.com,Retail,Development,us-west-2,2026-01-22,2026-04-01,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000357,2026-05-31
VULN-000407,CVE-2024-1407,APP007,Application-007,ASSET-000407,host-000407.corp.local,10.1.25.151,windows,Container,False,High,In Progress,True,False,True,owner7@example.com,sysadmin7@example.com,Engineering,Staging,eu-west-1,2025-12-03,2025-12-24,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000407,2026-06-23
VULN-000457,CVE-2024-1457,APP007,Application-007,ASSET-000457,host-000457.corp.local,10.1.28.201,linux,Physical,False,Low,Remediated,True,False,False,owner17@example.com,sysadmin7@example.com,Marketing,Development,us-east-1,2025-09-05,2025-09-30,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000457,2026-06-11
