vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-000005,CVE-2024-1005,APP005,Application-005,ASSET-000005,host-000005.corp.local,10.0.0.5,windows,Physical,True,Low,Open,True,True,False,owner5@example.com,sysadmin5@example.com,Finance,Staging,us-east-1,2026-03-21,2026-05-12,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000005,2026-06-15
VULN-000020,CVE-2024-1020,APP020,Application-020,ASSET-000020,host-000020.corp.local,10.0.1.20,solaris,Container,False,Medium,In Progress,True,True,False,owner0@example.com,sysadmin0@example.com,Marketing,Development,us-east-1,2025-09-21,2025-11-11,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000020,2026-06-05
VULN-000028,CVE-2024-1028,APP028,Application-028,ASSET-000028,host-000028.corp.local,10.0.1.28,windows,Physical,False,Medium,Open,True,True,True,owner8@example.com,sysadmin8@example.com,Retail,Staging,us-west-2,2025-08-07,2025-09-17,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000028,2026-06-17
VULN-000029,CVE-2024-1029,APP029,Application-029,ASSET-000029,host-000029.corp.local,10.0.1.29,aix,VM,False,Medium,In Progress,True,True,True,owner9@example.com,sysadmin9@example.com,HR,Staging,ap-south-1,2025-10-26,2026-01-21,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000029,2026-06-18
VULN-000038,CVE-2024-1038,APP038,Application-038,ASSET-000038,host-000038.corp.local,10.0.2.38,windows,Container,False,High,Open,True,True,True,owner18@example.com,sysadmin8@example.com,HR,Production,eu-west-1,2025-10-09,2025-11-25,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000038,2026-06-23
VULN-000048,CVE-2024-1048,APP048,Application-048,ASSET-000048,host-000048.corp.local,10.0.3.48,windows,Container,False,Low,Open,True,True,False,owner8@example.com,sysadmin8@example.com,HR,Development,eu-west-1,2025-12-14,2026-02-10,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000048,2026-06-14
VULN-000049,CVE-2024-1049,APP049,Application-049,ASSET-000049,host-000049.corp.local,10.0.3.49,linux,VM,False,Medium,Open,True,True,False,owner9@example.com,sysadmin9@example.com,Finance,Staging,ap-south-1,2025-09-01,2025-09-22,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000049,2026-06-15
VULN-000051,CVE-2024-1051,APP001,Application-001,ASSET-000051,host-000051.corp.local,10.0.3.51,windows,Physical,False,Medium,In Progress,True,True,True,owner11@example.com,sysadmin1@example.com,Retail,Staging,us-east-1,2026-05-11,2026-05-30,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000051,2026-06-24
VULN-000071,CVE-2024-1071,APP021,Application-021,ASSET-000071,host-000071.corp.local,10.0.4.71,aix,Physical,False,Low,Open,True,True,True,owner11@example.com,sysadmin1@example.com,Finance,Development,ap-south-1,2025-11-16,2025-12-12,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000071,2026-06-01
VULN-000086,CVE-2024-1086,APP036,Application-036,ASSET-000086,host-000086.corp.local,10.0.5.86,linux,Container,True,Medium,Remediated,True,True,False,owner6@example.com,sysadmin6@example.com,Engineering,Development,ap-south-1,2025-09-12,2025-10-19,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000086,2026-05-27
VULN-000088,CVE-2024-1088,APP038,Application-038,ASSET-000088,host-000088.corp.local,10.0.5.88,aix,Container,False,High,In Progress,True,True,False,owner8@example.com,sysadmin8@example.com,Finance,Development,ap-south-1,2026-04-10,2026-05-14,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000088,2026-06-06
VULN-000104,CVE-2024-1104,APP004,Application-004,ASSET-000104,host-000104.corp.local,10.0.6.104,windows,VM,False,Critical,Remediated,True,True,False,owner4@example.com,sysadmin4@example.com,Retail,Production,eu-west-1,2025-09-14,2025-12-01,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000104,2026-06-16
VULN-000112,CVE-2024-1112,APP012,Application-012,ASSET-000112,host-000112.corp.local,10.0.7.112,windows,Container,True,High,In Progress,True,True,False,owner12@example.com,sysadmin2@example.com,Finance,Development,eu-west-1,2026-01-21,2026-04-12,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000112,2026-06-17
VULN-000135,CVE-2024-1135,APP035,Application-035,ASSET-000135,host-000135.corp.local,10.0.8.135,linux,VM,False,Medium,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Marketing,Staging,us-west-2,2025-10-28,2026-01-02,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000135,2026-05-26
VULN-000145,CVE-2024-1145,APP045,Application-045,ASSET-000145,host-000145.corp.local,10.0.9.145,aix,Physical,True,High,Remediated,True,True,False,owner5@example.com,sysadmin5@example.com,Marketing,Production,eu-west-1,2025-10-25,2026-01-02,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000145,2026-05-31
VULN-000152,CVE-2024-1152,APP002,Application-002,ASSET-000152,host-000152.corp.local,10.0.9.152,solaris,Container,False,High,In Progress,True,True,True,owner12@example.com,sysadmin2@example.com,HR,Production,eu-west-1,2025-10-31,2026-01-28,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000152,2026-06-23
VULN-000157,CVE-2024-1157,APP007,Application-007,ASSET-000157,host-000157.corp.local,10.0.9.157,aix,Container,False,Medium,Open,True,True,False,owner17@example.com,sysadmin7@example.com,Retail,Development,us-east-1,2025-10-23,2025-11-08,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000157,2026-05-26
VULN-000161,CVE-2024-1161,APP011,Application-011,ASSET-000161,host-000161.corp.local,10.0.10.161,linux,VM,False,Medium,Remediated,True,True,False,owner1@example.com,sysadmin1@example.com,HR,Development,us-west-2,2025-09-10,2025-11-26,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000161,2026-06-20
VULN-000165,CVE-2024-1165,APP015,Application-015,ASSET-000165,host-000165.corp.local,10.0.10.165,solaris,Container,False,Low,In Progress,True,True,False,owner5@example.com,sysadmin5@example.com,Marketing,Production,us-east-1,2025-06-26,2025-07-10,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000165,2026-06-17
VULN-000184,CVE-2024-1184,APP034,Application-034,ASSET-000184,host-000184.corp.local,10.0.11.184,solaris,Physical,True,Medium,In Progress,True,True,False,owner4@example.com,sysadmin4@example.com,Engineering,Production,eu-west-1,2025-08-25,2025-09-10,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000184,2026-06-25
VULN-000206,CVE-2024-1206,APP006,Application-006,ASSET-000206,host-000206.corp.local,10.0.12.206,linux,VM,False,Medium,Remediated,True,True,False,owner6@example.com,sysadmin6@example.com,HR,Production,us-west-2,2025-08-09,2025-10-15,True,Linux,RHEL 8,Sample finding for vulnerability VULN-000206,2026-06-06
VULN-000218,CVE-2024-1218,APP018,Application-018,ASSET-000218,host-000218.corp.local,10.0.13.218,solaris,Container,False,Critical,Accepted Risk,True,True,False,owner18@example.com,sysadmin8@example.com,Finance,Staging,eu-west-1,2025-11-26,2025-12-20,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000218,2026-06-20
VULN-000226,CVE-2024-1226,APP026,Application-026,ASSET-000226,host-000226.corp.local,10.0.14.226,windows,Container,True,Medium,Open,True,True,False,owner6@example.com,sysadmin6@example.com,HR,Staging,ap-south-1,2025-08-21,2025-08-31,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000226,2026-06-05
VULN-000228,CVE-2024-1228,APP028,Application-028,ASSET-000228,host-000228.corp.local,10.0.14.228,windows,Container,False,Medium,Open,True,True,True,owner8@example.com,sysadmin8@example.com,Retail,Staging,ap-south-1,2025-09-29,2025-11-25,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000228,2026-06-10
VULN-000230,CVE-2024-1230,APP030,Application-030,ASSET-000230,host-000230.corp.local,10.0.14.230,linux,Physical,False,Medium,Remediated,True,True,True,owner10@example.com,sysadmin0@example.com,Finance,Production,us-west-2,2025-08-09,2025-10-30,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000230,2026-05-27
VULN-000250,CVE-2024-1250,APP000,Application-000,ASSET-000250,host-000250.corp.local,10.0.15.250,windows,VM,True,Medium,Accepted Risk,True,True,False,owner10@example.com,sysadmin0@example.com,Retail,Production,ap-south-1,2025-11-11,2025-12-25,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000250,2026-06-25
VULN-000274,CVE-2024-1274,APP024,Application-024,ASSET-000274,host-000274.corp.local,10.1.17.18,linux,VM,True,Medium,In Progress,True,True,False,owner14@example.com,sysadmin4@example.com,Marketing,Development,ap-south-1,2026-02-17,2026-03-06,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000274,2026-06-03
VULN-000278,CVE-2024-1278,APP028,Application-028,ASSET-000278,host-000278.corp.local,10.1.17.22,windows,Physical,True,Medium,Open,True,True,False,owner18@example.com,sysadmin8@example.com,HR,Staging,us-west-2,2026-02-15,2026-03-29,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000278,2026-05-30
VULN-000282,CVE-2024-1282,APP032,Application-032,ASSET-000282,host-000282.corp.local,10.1.17.26,aix,Container,True,Critical,In Progress,True,True,False,owner2@example.com,sysadmin2@example.com,Finance,Production,ap-south-1,2025-09-24,2025-10-08,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000282,2026-06-21
VULN-000303,CVE-2024-1303,APP003,Application-003,ASSET-000303,host-000303.corp.local,10.1.18.47,windows,Container,False,Critical,Open,True,True,False,owner3@example.com,sysadmin3@example.com,HR,Development,eu-west-1,2026-03-30,2026-05-15,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000303,2026-05-26
VULN-000340,CVE-2024-1340,APP040,Application-040,ASSET-000340,host-000340.corp.local,10.1.21.84,solaris,Physical,False,High,Open,True,True,False,owner0@example.com,sysadmin0@example.com,HR,Production,ap-south-1,2025-11-03,2025-12-16,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000340,2026-06-10
VULN-000379,CVE-2024-1379,APP029,Application-029,ASSET-000379,host-000379.corp.local,10.1.23.123,solaris,Container,False,Medium,In Progress,True,True,False,owner19@example.com,sysadmin9@example.com,Finance,Development,eu-west-1,2025-10-07,2025-11-07,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000379,2026-06-04
VULN-000401,CVE-2024-1401,APP001,Application-001,ASSET-000401,host-000401.corp.local,10.1.25.145,linux,Container,False,Medium,Accepted Risk,True,True,False,owner1@example.com,sysadmin1@example.com,Finance,Production,eu-west-1,2026-01-03,2026-02-24,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000401,2026-06-11
VULN-000402,CVE-2024-1402,APP002,Application-002,ASSET-000402,host-000402.corp.local,10.1.25.146,linux,VM,False,Medium,Open,True,True,False,owner2@example.com,sysadmin2@example.com,Marketing,Development,ap-south-1,2025-12-22,2026-02-05,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000402,2026-06-13
VULN-000403,CVE-2024-1403,APP003,Application-003,ASSET-000403,host-000403.corp.local,10.1.25.147,linux,Container,True,Medium,Open,True,True,False,owner3@example.com,sysadmin3@example.com,Engineering,Production,ap-south-1,2025-11-22,2026-02-19,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000403,2026-05-26
VULN-000405,CVE-2024-1405,APP005,Application-005,ASSET-000405,host-000405.corp.local,10.1.25.149,linux,VM,False,High,Open,True,True,False,owner5@example.com,sysadmin5@example.com,Engineering,Production,us-west-2,2025-10-08,2026-01-03,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000405,2026-06-09
VULN-000415,CVE-2024-1415,APP015,Application-015,ASSET-000415,host-000415.corp.local,10.1.25.159,windows,Container,True,Medium,Accepted Risk,True,True,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-west-2,2025-09-08,2025-10-18,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000415,2026-06-04
VULN-000430,CVE-2024-1430,APP030,Application-030,ASSET-000430,host-000430.corp.local,10.1.26.174,aix,VM,False,Medium,Open,True,True,False,owner10@example.com,sysadmin0@example.com,HR,Production,eu-west-1,2025-12-03,2026-03-02,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000430,2026-05-31
VULN-000435,CVE-2024-1435,APP035,Application-035,ASSET-000435,host-000435.corp.local,10.1.27.179,linux,Physical,False,Low,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Finance,Production,us-west-2,2026-02-13,2026-02-25,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000435,2026-06-02
VULN-000437,CVE-2024-1437,APP037,Application-037,ASSET-000437,host-000437.corp.local,10.1.27.181,windows,VM,False,Low,Open,True,True,False,owner17@example.com,sysadmin7@example.com,Retail,Production,eu-west-1,2025-08-11,2025-08-18,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000437,2026-06-15
VULN-000455,CVE-2024-1455,APP005,Application-005,ASSET-000455,host-000455.corp.local,10.1.28.199,windows,Physical,False,Medium,Remediated,True,True,False,owner15@example.com,sysadmin5@example.com,Engineering,Development,us-east-1,2026-04-05,2026-05-18,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000455,2026-06-11
VULN-000468,CVE-2024-1468,APP018,Application-018,ASSET-000468,host-000468.corp.local,10.1.29.212,windows,Physical,False,Low,In Progress,True,True,False,owner8@example.com,sysadmin8@example.com,Engineering,Production,ap-south-1,2025-09-10,2025-10-02,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000468,2026-05-29
VULN-000485,CVE-2024-1485,APP035,Application-035,ASSET-000485,host-000485.corp.local,10.1.30.229,solaris,Physical,True,Low,Open,True,True,True,owner5@example.com,sysadmin5@example.com,Engineering,Staging,us-west-2,2025-12-03,2026-01-23,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000485,2026-05-31
VULN-000507,CVE-2024-1507,APP007,Application-007,ASSET-000507,host-000507.corp.local,10.1.31.251,solaris,Physical,False,Medium,Remediated,True,True,False,owner7@example.com,sysadmin7@example.com,HR,Production,eu-west-1,2026-03-06,2026-04-10,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000507,2026-06-16
